trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
2020-08-17T00:27:49Z,Johns-Hoege,entertainment,29.25,Portland,OR,45.5303,-122.7033,841711,"Engineer, building services",1963-04-04,886ec0a23e35d944648119f1560f715e,45.80892,-122.116523,0
2020-02-26T21:43:20Z,"Wuckert, Wintheiser and Friesen",home,215.18,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,fcb6ed698eb4b7294dfbe389a796bd61,37.72607,-94.480666,0
2019-03-11T22:04:16Z,"Roberts, Daniel and Macejkovic",kids_pets,49.14,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,1985-04-03,a2d08be4abf08311169d8598e277a3e4,38.929338,-106.726843,0
2019-12-27T19:44:02Z,"Effertz, Welch and Schowalte",entertainment,33.93,Redford,MO,37.3272,-91.0243,241,Investment analyst,1974-10-27,60f5757f22289e413a03b58e23abc8a9,37.216254,-90.850224,0
2020-06-01T12:13:55Z,Shanahan-Lehne,personal_care,16.9,Matthews,MO,36.7154,-89.6287,1019,Aeronautical engineer,1979-01-26,5ed0d1fca5055c96b1f669126a7013e7,36.053322,-88.66974300000001,0
2020-11-30T12:01:58Z,"Hermiston, Pacocha and Smith",health_fitness,31.11,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,4c894a6fb49be3cdf83d9a2dd8ce3dff,38.612843,-90.363469,0
2019-02-12T20:11:42Z,Hudson-Grady,shopping_pos,3.43,Wheaton,MO,36.7651,-94.0492,760,Production manager,1985-08-31,54aae96e903f3572527415908b5189a9,36.399637,-93.520762,0
2019-05-26T17:57:45Z,Leffler-Goldne,personal_care,43.78,Lowell,OR,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,e85d06ae1630acbdcda03d2a5d3a80e8,43.156621,-122.404775,0
2019-12-22T12:25:07Z,Goyette-Herzog,travel,2.9,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,1959-03-31,4ef84047638f454de0d11a839f061907,37.613546,-123.173087,0
2019-11-08T17:52:38Z,Gleason and Sons,kids_pets,120.93,Mountain Center,CA,33.6401,-116.5567,1661,"Therapist, music",1988-09-19,5832dcff5f4bb14eee7b61ea5af79016,33.227276,-115.731309,0
2019-09-25T13:14:49Z,Nolan-Williamson,kids_pets,48.4,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31,5665daf052c1c6e010fee67854cf2479,40.54573,-105.795108,0
2019-07-02T05:10:02Z,Rau and Sons,grocery_pos,64.48,Moriarty,NM,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,0171143bc021766bff756e1451929a2b,34.041968,-105.331164,0
2020-07-11T12:36:52Z,Lynch-Wisozk,home,88.05,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,738acbae6de6f70144d6cc02e6a1096d,43.528486,-108.122308,0
2019-10-12T00:38:41Z,Terry-Huel,shopping_net,8.36,Campbell,NE,40.2967,-98.737,493,"Surveyor, minerals",1940-09-13,a6b487b246d73b7fa414b2c9857795b7,40.959913,-98.000822,0
2020-07-11T02:19:15Z,Bogisich Inc,grocery_pos,77.55,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,3ed41acbfe647b19c2f2e82caaf44e35,38.047463,-90.628846,0
2020-02-13T15:49:47Z,"Wintheiser, Dietrich and Schimmel",misc_pos,3.59,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,1988-10-26,e5462e1111b880e71eb9e4beeb041730,38.312421,-92.248869,0
2020-02-01T17:01:25Z,"Streich, Dietrich and Barton",shopping_net,101.47,Burlington,WA,48.4786,-122.3345,14871,Public house manager,1974-03-10,9b5b9b0cca68c5e756864f7d42904a8a,49.03529,-123.166999,0
2020-11-01T13:30:46Z,Rau-Grant,kids_pets,62.25,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,e6a3daebc03e0752a34fcce47ff3542e,33.528608,-111.93101,0
2019-07-07T08:07:07Z,Cartwright-Harris,grocery_pos,121.95,Roseland,NE,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,ba071985d10c0d48abdd13dcab9bcba6,40.351745,-97.638859,0
2019-06-04T06:56:50Z,"Jenkins, Hauck and Friesen",gas_transport,56.88,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,993f9017ee356159c05f6a0df93234f4,36.334949,-105.598975,0
2019-10-28T17:27:24Z,"Hartmann, Rowe and Hermann",travel,3.4,Eugene,OR,44.0385,-123.0614,191096,"Scientist, physiological",1964-04-06,f55622852b5f2e07b8717ef1e39aa034,44.401829,-123.058146,0
2019-04-08T09:21:44Z,Emard Inc,gas_transport,66.4,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,141aa780985453d05632e2876c6121f6,32.246015,-117.984713,0
2019-05-10T22:52:33Z,Goldner-Lemke,entertainment,75.27,Alva,WY,44.6873,-104.4414,110,"Administrator, local government",1973-05-16,d47f749b55ef0b7be9959fb6b37f7ad6,45.434803,-104.13214,0
2020-06-20T21:13:22Z,"Lowe, Dietrich and Erdman",kids_pets,7.37,Greenview,CA,41.5403,-122.9366,308,Call centre manager,1958-09-20,fbffcb435dbda81b6411e9b7da86bf90,41.892936,-123.84407,0
2019-12-15T23:45:05Z,"Prosacco, Kreiger and Kovacek",home,215.68,Lowell,OR,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,494e2a921d11e85db38c870a39059fa4,42.956515,-122.938475,0
2019-12-10T13:41:42Z,Quitzon-Goyette,home,107.58,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,1939-11-04,8b28536dfaf56e703cc50b9899d557f0,39.910492,-106.753752,0
2019-09-30T09:01:41Z,Kemmer-Reinge,grocery_net,30.05,Burbank,WA,46.1966,-118.9017,3684,Musician,1981-11-29,0cc404f1da81d2e83fd80e2df2e28839,45.198398,-119.80728,0
2019-12-14T00:57:17Z,Ortiz Group,grocery_net,83.5,Napa,CA,38.4549,-122.2564,94014,Airline pilot,1985-08-21,f9e27dbe2a1acfcf083a8cda36f985c7,37.589066,-122.036158,0
2019-07-30T06:38:17Z,"Moen, Reinger and Murphy",grocery_pos,99.45,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,c23038c68374dd7480c2f33371a69f4e,42.934344,-109.79816,0
2020-12-07T12:25:29Z,"McCullough, Hudson and Schuste",food_dining,16.11,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,9233b9854f63ef958b467db49ae16577,34.133803,-111.27438,0
2019-02-11T00:20:28Z,Padberg-Welch,grocery_pos,218.69,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,1984-02-29,528bde2607003f69a6889536d9ca8acc,47.526761,-121.427096,0
2020-06-15T15:11:09Z,Kihn-Schuste,food_dining,96.04,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,1967-08-30,64abb0ea4bc496b52a8012b07a830c4c,31.973185,-106.299994,0
2020-04-14T13:43:40Z,Shields-Wunsch,health_fitness,151.23,Burbank,WA,46.1966,-118.9017,3684,Musician,1981-11-29,b4e08d552a4ec9ebfb5e3da4369ca223,46.568149,-118.449226,0
2020-01-19T04:36:21Z,"Robel, Cummerata and Prosacco",gas_transport,57.07,Louisiana,MO,39.4336,-91.0664,4593,"Teacher, early years/pre",1940-11-11,8b748ddb3ebbfa4e34daf9860d356b5c,39.650349,-91.04834,0
2020-07-31T00:05:38Z,Wuckert-Walte,grocery_net,24.12,Altonah,UT,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,8ea0616fc1334152cdc6689537726bb7,40.563304,-110.945809,0
2019-11-16T14:43:15Z,Heaney-Marquardt,entertainment,29.6,Sixes,OR,42.825,-124.4409,217,Retail merchandiser,1928-10-01,cc1cff57f4c2865b2e464fcaaee85004,43.43884,-124.673625,0
2020-12-06T01:49:48Z,"Greenfelder, Bartoletti and Davis",misc_net,33.31,Cascade Locks,OR,45.67100000000001,-121.8686,1288,Barrister,1936-05-01,b992fb97629ed3e46164ae914e475dcd,45.235478,-121.182302,0
2020-08-14T12:15:17Z,Osinski Inc,personal_care,5.75,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,1982-02-11,7f8caf58b4fb79e2e210d8724ce840b9,41.05327,-101.511138,0
2019-03-06T22:59:10Z,Rempel Inc,shopping_net,5.98,Ballwin,MO,38.577,-90.5255,92608,"Engineer, communications",2001-07-26,d11f0c7bbd168fce2b41960b574d9fea,39.304831,-91.509969,0
2020-03-10T10:07:43Z,Doyle Lt,grocery_pos,214.59,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,1981-10-24,828f58f14eae404aebbf6752f65d89fc,33.981947,-112.56603,0
2019-05-07T16:26:51Z,Roberts-Beahan,misc_pos,7.56,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,1972-07-18,bdce7658787a552158e41c0c07157b27,35.105198,-105.997662,0
2020-08-30T18:16:47Z,Goldner-Lemke,entertainment,129.38,Matthews,MO,36.7154,-89.6287,1019,Aeronautical engineer,1979-01-26,49c6f81a4b9078db05eb9b9b4a177691,37.54848,-89.166795,0
2019-11-21T11:38:00Z,"Rowe, Batz and Goodwin",grocery_pos,107.77,Greenview,CA,41.5403,-122.9366,308,Call centre manager,1958-09-20,c94b46ddfdfa9d544049ac19d137f04a,41.151103000000006,-123.705219,0
2019-11-09T13:16:39Z,Kozey-Kuhlman,personal_care,11.81,Wales,AK,64.7556,-165.6723,145,"Administrator, education",1939-11-09,16c09848e6f9b9c6962adb6fbe070cc1,65.102972,-166.153803,0
2019-08-30T19:22:12Z,Thompson-Gleason,health_fitness,51.83,Lowell,OR,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,5e8aaed84d92010e54a66145dc273dd8,44.292763,-123.719508,0
2019-01-29T16:31:08Z,Padberg-Saue,home,31.04,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,cdd2eec22b150797c4daa64ee3ee4603,42.891928,-117.011698,0
2019-10-27T21:50:23Z,Botsford Lt,shopping_pos,14.91,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,1972-10-18,ba94ff5f8dfe1f87bcbeba6feda33caa,38.560228,-123.089207,0
2019-12-17T05:57:56Z,Dach-Nade,misc_net,370.61,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,89cf41e25cce84f9e38b0dc7e907fa9a,38.730775,-122.627929,0
2019-06-22T09:00:50Z,Murray-Smitham,grocery_pos,116.79,Ashford,WA,46.7531,-121.9898,759,Video editor,1956-09-14,d8c64fae4712c85d408ae71ec7181e02,46.628539,-122.76827,0
2020-12-21T16:36:30Z,"Brown, Homenick and Lesch",health_fitness,7.67,Blairsden-Graeagle,CA,39.8127,-120.6405,1725,Chartered legal executive (England and Wales),1967-05-27,d8a6d1efbbe0053723a7ca3a37b0fb81,40.654763,-120.183849,0
2019-07-01T07:39:58Z,Hermann-Gaylo,misc_pos,30.33,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,4faaf06299a2e9c691e6115f90d8af97,40.739379,-94.201279,0
2019-12-20T15:23:03Z,Kilback LLC,food_dining,28.04,June Lake,CA,37.7773,-119.0825,633,Health service manager,1927-09-09,b0f16cd75789f59d8e089e7b6045e262,37.019122,-119.012663,0
2020-07-01T22:22:23Z,Gulgowski LLC,home,34.01,Arnold,MO,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,58edc2a2cfeaaf598da7f0a43d081f6b,38.137586,-90.710317,0
2019-04-04T02:44:46Z,Thiel PLC,misc_pos,168.11,Stayton,OR,44.8021,-122.7624,9587,"Engineer, biomedical",1968-03-24,104a6d838d00d1114358793461b6a56b,44.837858,-122.722401,0
2020-11-30T07:41:33Z,Jaskolski-Vandervort,misc_net,16.71,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,905b98ae099cda2799dfc9e3ceb85527,46.082761,-122.707477,0
2020-05-18T07:32:09Z,Boyer PLC,shopping_net,3.29,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,1954-07-05,3d32d3f8891382ae092cad58d851f1f7,38.328698,-123.028571,0
2019-04-13T07:02:14Z,"Ferry, Reichel and DuBuque",grocery_net,77.52,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,1981-10-24,1bd8f85b5af76d6f5d70351344f30481,34.047866,-111.075563,0
2019-12-30T05:45:36Z,Koepp-Parke,grocery_pos,145.25,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,1950-05-27,be1c795e826e8e7283b86cb260e2e6d3,38.514765,-93.30614,0
2020-04-21T16:06:27Z,"Parker, Nolan and Trantow",entertainment,8.63,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,1973-09-22,74866cca8b635665ab4f37faeadd9215,34.245401,-118.01488799999998,0
2020-04-06T22:50:10Z,Jakubowski Inc,home,14.59,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,1984-02-29,d0a1446d376291d48ea1faed1d3976f8,47.828342,-121.716856,0
2019-10-12T08:09:29Z,Goyette Inc,shopping_net,111.19,Helm,CA,36.4992,-120.0936,123,Early years teacher,1973-02-07,f381771e3412fea4a2d863d4b64131a4,37.267992,-120.755505,0
2019-11-10T22:24:29Z,"Nienow, Barrows and Romague",personal_care,31.05,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,1999-11-30,d15821a8576be197ccec02b89f3da065,33.584478000000004,-111.815903,0
2019-05-04T11:34:39Z,Turcotte-Halvorson,misc_pos,6.04,Colton,WA,46.5901,-117.1692,761,Chief Marketing Officer,1943-06-30,c0d0717af56dc8d2dfafa7ea796222d9,45.690988,-117.595507,0
2020-05-25T04:11:01Z,"Huel, Hammes and Witting",grocery_pos,205.14,Laramie,WY,41.4247,-105.4781,35371,"Pilot, airline",1988-09-02,d3f5ad9e4c38a3a65ce18aa59ccbeede,40.868962,-104.747073,0
2020-09-16T15:59:23Z,"Graham, Hegmann and Hammes",food_dining,67.35,Meadville,MO,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,099db8beeb555bf9915d0c21f49e2c11,39.766091,-92.936692,0
2019-06-15T22:09:48Z,Ullrich Lt,kids_pets,37.65,Hooper,NE,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,65be351b35e0140912032e3ae6dd628e,41.166697,-95.586093,0
2020-10-20T17:30:47Z,"Hagenes, Kohler and Hoppe",food_dining,55.24,Burbank,WA,46.1966,-118.9017,3684,Musician,1981-11-29,54c7bbe68a82f250527ade9703958133,46.267665,-118.645964,0
2019-04-08T21:28:53Z,Schuppe LLC,entertainment,12.76,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,1939-11-04,56a4b36ed56bd31f5f54ea2cda703c18,38.384513,-106.72063,0
2019-07-12T18:45:21Z,Reilly LLC,home,72.57,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,1976-02-26,28f486b0a7bb9b41167900023d447b45,42.519829,-109.050904,0
2019-07-07T00:45:30Z,"Schoen, Kuphal and Nitzsche",grocery_pos,227.3,Azusa,CA,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,54bceface250d7fb9e031d6add0affb4,34.728901,-116.947444,0
2019-01-19T11:18:41Z,Doyle Lt,grocery_pos,91.48,Parker Dam,CA,34.298,-114.156,126,Marketing executive,1992-10-07,5f6be8e789d887dfc818482169ad83c8,34.015731,-114.484771,0
2020-01-02T19:22:37Z,"Daugherty, Pouros and Beahan",shopping_pos,135.79,Athena,OR,45.8289,-118.4971,1302,Dealer,1976-10-18,0fe3b539afdbb914d01fdbc8177f82ba,46.107996,-117.96648,0
2020-04-21T15:07:25Z,"Zboncak, Rowe and Murazik",shopping_net,1.56,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18,415969a2b359dc16db33f394643adadf,38.840268,-94.35134,0
2020-05-07T23:41:37Z,Padberg-Rogahn,entertainment,49.85,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,2722874e9a0ba19d9cafe63b7f6981b1,33.002325,-110.964211,0
2019-12-17T23:00:36Z,"McCullough, Hudson and Schuste",food_dining,19.2,Altonah,UT,40.3207,-110.436,302,"Sales professional, IT",1990-01-17,47ec62f7f8ca7686d914926cb7d33c4d,39.799369,-111.220344,0
2019-12-31T04:18:06Z,Kling-Grant,grocery_net,51.01,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,1979-04-30,663478a2bf5f32e6934810a91a535d08,39.241040000000005,-121.48895,0
2019-04-02T11:14:19Z,Heller-Langosh,gas_transport,50.69,Westerville,NE,41.4193,-99.3844,73,Product designer,1935-02-10,4fd58cf549a3dbc9186f9f4aee877918,42.122645,-99.475558,0
2020-02-28T17:21:16Z,Herman Inc,misc_pos,8.31,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,57333e0f4e1c3457bfec2c13cf721fef,33.682551000000004,-106.432782,0
2020-04-07T23:40:22Z,Kris-Kertzmann,travel,8.42,High Rolls Mountain Park,NM,32.9396,-105.8189,899,Naval architect,1967-08-30,80a6445c4781adb257b28991c99c10cc,32.016959,-105.333698,0
2020-05-25T04:20:16Z,"Zieme, Bode and Dooley",gas_transport,46.94,Hatch,UT,37.7175,-112.4777,258,Geoscientist,1961-11-24,b1989395feedc8eb1992271134f4dab8,37.049511,-112.635339,0
2019-01-31T21:09:20Z,"Little, Gutmann and Lynch",shopping_net,7.43,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,8e3ab39740ccdcb08c28ee09355718c0,33.399179,-116.924158,0
2019-10-23T19:40:58Z,"Cormier, Stracke and Thiel",entertainment,90.97,Huslia,AK,65.6899,-156.292,277,"Engineer, civil (consulting)",1965-11-06,df6e3f23152782f41afc205d714687a2,66.20209799999999,-155.850279,0
2020-07-28T21:57:29Z,Jakubowski Inc,home,65.95,Fiddletown,CA,38.5234,-120.6763,832,Immigration officer,1987-05-19,d0b59a9a565ecd93889d1e0c19cc20f9,37.907896,-119.810176,0
2020-04-12T19:11:14Z,Daugherty-Thompson,food_dining,145.4,Redford,MO,37.3272,-91.0243,241,Investment analyst,1974-10-27,79d6d1bafbd4a2212d827bb5cc998a10,36.583266,-91.028984,0
2019-05-10T15:45:04Z,Gerhold LLC,home,76.71,Roseland,NE,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,10d22a3a280bd7e6138ff8699d13b194,41.111608,-99.08345,0
2019-09-05T21:00:03Z,"Denesik, Powlowski and Pouros",home,7.92,Ashford,WA,46.7531,-121.9898,759,Video editor,1956-09-14,34057b48821967e8ea35666dccd9c26e,46.09357,-121.991315,0
2019-07-15T22:08:07Z,"Haley, Jewess and Bechtel",shopping_pos,6.01,Newberg,OR,45.3099,-122.9685,28278,Research scientist (physical sciences),1977-07-17,37373f8fba8a5bbcfa9fd90acee16314,44.708267,-122.897098,0
2019-02-06T17:08:54Z,Gulgowski LLC,home,19.49,Red River,NM,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,dfd54ad5baaed64c9f93781bc7a41194,35.906172999999995,-105.009664,0
2020-06-14T09:01:27Z,DuBuque LLC,grocery_pos,141.83,Thompson,UT,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,a69129976817966d84db6d0198760a4a,38.314775,-109.199295,0
2020-11-10T15:52:38Z,"Zboncak, Rowe and Murazik",shopping_net,1.07,Ballwin,MO,38.577,-90.5255,92608,"Engineer, communications",2001-07-26,ae9444230f7db19167a33bec51ce5c71,38.486592,-90.330838,0
2020-04-01T20:59:01Z,Ullrich Lt,kids_pets,4.33,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18,6c479dd56757a3c78d163033bd547715,39.501627,-93.720414,0
2020-04-21T12:29:40Z,Lynch-Moh,travel,577.19,Jordan Valley,OR,42.8801,-117.281,641,Economist,1993-11-24,8ad91d6eb2d61c679d8f544ccb5b7933,42.983968,-116.35225,0
2020-10-02T14:52:46Z,Stiedemann Lt,food_dining,47.71,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,2000-08-16,59eef925f77fa208bbe76c94d5730df9,34.018388,-105.29416100000002,0
2019-12-09T10:39:53Z,"Olson, Becker and Koch",gas_transport,48.44,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,1982-02-11,b1112f823fdd462cc0f0a51351725e09,41.915807,-101.439865,0
2019-01-28T03:34:58Z,Kuvalis Lt,gas_transport,59.4,Saint Louis,MO,38.6171,-90.4504,927396,Occupational hygienist,1960-03-12,315eb12221a7ac3ee4e3256797a947a5,37.69203,-90.695596,0
2020-07-06T16:53:26Z,Hirthe-Beie,health_fitness,146.25,Moab,UT,38.5677,-109.5271,9772,Location manager,1989-11-24,1452397589a2326c8558ec7bbef0931f,38.635556,-109.146276,0
2019-03-14T14:51:44Z,Bechtelar-Rippin,food_dining,95.28,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,1950-08-19,15a258adaa18331502325ea8f86197db,39.524714,-98.351484,0
2019-02-11T09:37:53Z,"Greenholt, Jacobi and Gleason",gas_transport,47.17,Paauilo,HI,20.0271,-155.3697,1490,"Scientist, research (maths)",1991-04-13,2b10a247567e558e512db7f1212b682b,20.883445,-155.216221,0
2020-03-29T12:02:12Z,Morissette-Schaefe,personal_care,58.88,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,1959-08-05,cf93c966dbf75bea5b2c13ae55b43013,32.457289,-117.642134,0
2020-05-22T04:32:41Z,Rau and Sons,grocery_pos,338.93,Corona,CA,33.8419,-117.6043,233717,Wellsite geologist,1966-05-22,147db9534fd0520c679ebcfaa039e75d,33.657321,-117.158468,1
2020-02-23T06:34:13Z,O'Keefe-Hudson,grocery_pos,164.33,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,1987-11-18,738a8adb8f632fb28dc17ce01422c067,38.455525,-95.134601,0
2020-03-29T03:07:57Z,"Goyette, Howell and Collie",shopping_pos,8.42,June Lake,CA,37.7773,-119.0825,633,Health service manager,1927-09-09,4a209f68004787bc439a0cec9c603e00,38.480239000000005,-119.289982,0
2020-10-08T21:40:01Z,Gibson-Deckow,entertainment,66.69,Wheaton,MO,36.7651,-94.0492,760,Production manager,1985-08-31,d99a6c9739ed0c61364027205aebfa65,36.42966,-94.171219,0
2020-08-24T20:58:59Z,Daugherty LLC,kids_pets,91.58,Santa Monica,CA,34.0287,-118.4924,92043,"Civil engineer, contracting",1961-04-25,3009b7b7c048c0ee04cbfd180501414f,34.373362,-117.657031,0
2020-03-03T04:20:53Z,"Wiza, Schaden and Stark",misc_pos,59.87,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,a69d0660e69b9be3a93c2bd661413a26,34.285415,-116.800797,0
2020-05-26T17:10:35Z,"Haley, Batz and Aue",health_fitness,81.41,Sun City,CA,33.7467,-117.1721,54287,"Designer, exhibition/display",1972-09-22,c9ced3f8ec8398b5cb4e18ae8736d149,34.369387,-116.221555,0
2020-10-15T19:20:25Z,Satterfield-Lowe,travel,3.54,Kent,OR,45.0838,-120.6649,60,Museum education officer,1942-04-03,b087cbe9c514539c15cb4945074e57d9,45.872119,-119.811049,0
2019-07-29T03:38:47Z,"Raynor, Reinger and Hagenes",gas_transport,76.48,Rocky Mount,MO,38.2911,-92.7059,1847,Tax inspector,1988-10-26,dc327b85f0f04743867b488b41193ae1,38.912687,-93.063652,0
2020-06-26T19:00:29Z,Carroll PLC,health_fitness,27.17,Shedd,OR,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08,d3b3d04444657fb63708ac1114bca205,43.691902,-124.078531,0
2019-12-22T22:06:34Z,Macejkovic-Lesch,shopping_pos,4.52,Newhall,CA,34.3795,-118.523,34882,Health physicist,1971-04-25,ba0f19547504a9cd1b9a77eb06024b9a,34.209947,-118.383475,0
2019-07-20T17:57:33Z,Medhurst Inc,home,11.11,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,1939-11-04,01490180cb143d75faa56e02ec105cf0,38.622171,-106.938111,0
2019-12-09T06:42:52Z,DuBuque LLC,grocery_pos,199.37,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,1981-10-24,d5605232c6827b824238e6cfcfe6bff0,32.654844,-112.147586,0
2019-11-18T12:07:19Z,"Koss, McLaughlin and Maye",food_dining,1.57,Kirk,CO,39.6171,-102.4776,207,Network engineer,1955-12-04,6d7415633284e3efeeada9b457e10ca2,39.364048,-103.122762,0
2020-12-03T02:35:46Z,Hudson-Grady,shopping_pos,5.58,Roseland,NE,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,24d8c989f1d747c3e599b5c3b5d9d7c1,41.427348,-98.850836,0
2020-12-10T03:57:31Z,"Kerluke, Kertzmann and Wiz",misc_net,14.11,Lake Oswego,OR,45.4093,-122.6847,42817,Planning and development surveyor,1982-05-28,26b7cd473334161df57af9f938e8f1c2,46.062129,-122.6717,0
2019-12-08T02:34:39Z,"Stroman, Hudson and Erdman",gas_transport,80.45,Broomfield,CO,39.8854,-105.1139,92337,"Engineer, electronics",1967-10-18,ba9ca6e2468c92afa4cdbecf70fcb70a,39.130408,-105.194976,0
2019-05-27T20:36:06Z,Nienow PLC,entertainment,46.36,Azusa,CA,34.1248,-117.9031,59705,Civil Service fast streamer,1983-06-23,5880b9dc1487dc4370a14563e3d81863,34.502575,-117.064937,0
2019-12-26T13:19:09Z,"Walter, Hettinger and Kessle",personal_care,94.9,Jelm,WY,41.0539,-106.0763,100,Public librarian,1974-04-16,af7d8398dbf2b0c27f06469590188648,41.355019,-105.265062,0
2020-08-26T15:14:47Z,Botsford PLC,home,115.18,Burbank,WA,46.1966,-118.9017,3684,Musician,1981-11-29,1f873a34afb16fd480b21797d1026839,46.927699,-117.996774,0
2019-06-03T13:02:56Z,Medhurst Inc,home,135.66,Iliff,CO,40.7692,-103.0968,648,Community arts worker,1969-09-21,6373b361cf0563af9f06a2bc97f2d24f,40.550045,-103.890991,0
2020-08-28T13:48:55Z,Kozey-Kuhlman,personal_care,57,Independence,MO,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,fd7aea80e9b416d013be95b056bd8ddd,39.244314,-94.931693,0
2020-11-14T00:57:27Z,"Zboncak, Rowe and Murazik",shopping_net,91.37,Lonetree,WY,41.0552,-110.1603,49,Research scientist (physical sciences),1981-07-05,13444c427e8d36ba79bc04490b3735e7,41.113758,-109.499381,0
2019-12-12T21:27:49Z,Kulas Group,health_fitness,4.77,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,1969-12-22,9824c405c5cb09f814961031afd30783,33.603198,-117.527291,0
2019-08-11T12:12:44Z,Bechtelar-Rippin,food_dining,11.95,Littleton,CO,39.5994,-105.0044,320420,Water engineer,1975-07-31,2c94a2ec172454193b8a44343dfbf4ca,40.360143,-104.430427,0
2019-12-26T04:57:02Z,Torp-Labadie,gas_transport,73.28,Smith River,CA,41.9404,-124.1587,1930,Web designer,1983-06-13,8cc15ef99de751f9a5fd40ffb6e7da17,40.942414,-123.325807,0
2019-08-09T23:33:55Z,"Cronin, Kshlerin and Webe",health_fitness,4.33,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,1956-12-13,17e7a93feba7fde9029692940b017ec1,39.856797,-97.771305,0
2019-04-15T21:19:07Z,Kilback Group,food_dining,60.74,Helm,CA,36.4992,-120.0936,123,Early years teacher,1973-02-07,bb711dc05a3c5bc0bed0ca17967c55ac,36.483602000000005,-119.783587,0
